Period,Zone,Resale Price Adj 2024
2020–2023,PAP,425438
2020–2023,PAP,600275
2020–2023,PAP,504567
2020–2023,PAP,518684
2020–2023,PAP,533837
2020–2023,PAP,673707
2020–2023,PAP,448749
2020–2023,PAP,501201
2020–2023,PAP,582791
2020–2023,PAP,1011726
2020–2023,PAP,839220
2020–2023,PAP,360748
2020–2023,PAP,413782
2020–2023,PAP,466233
2020–2023,PAP,428934
2020–2023,PAP,454577
2020–2023,PAP,780940
2020–2023,PAP,448749
2020–2023,PAP,441625
2020–2023,PAP,606103
2020–2023,PAP,711005
2020–2023,PAP,786768
2020–2023,PAP,801921
2020–2023,PAP,419610
2020–2023,PAP,582791
2020–2023,PAP,606103
2020–2023,PAP,606103
2020–2023,PAP,326363
2020–2023,PAP,547824
2020–2023,PAP,681866
2020–2023,PAP,349675
2020–2023,PAP,358999
2020–2023,PAP,440590
2020–2023,PAP,448749
2020–2023,PAP,425438
2020–2023,PAP,652726
2020–2023,PAP,477889
2020–2023,PAP,489545
2020–2023,PAP,308879
2020–2023,PAP,294892
2020–2023,PAP,306548
2020–2023,PAP,324032
2020–2023,PAP,326363
2020–2023,PAP,442921
2020–2023,PAP,465067
2020–2023,PAP,507028
2020–2023,PAP,396298
2020–2023,PAP,335688
2020–2023,PAP,227289
2020–2023,PAP,594447
2020–2023,PAP,279740
2020–2023,PAP,419610
2020–2023,PAP,372986
2020–2023,PAP,326363
2020–2023,PAP,263422
2020–2023,PAP,384642
2020–2023,PAP,320535
2020–2023,PAP,320535
2020–2023,PAP,303051
2020–2023,PAP,559480
2020–2023,PAP,536168
2020–2023,PAP,868359
2020–2023,PAP,489545
2020–2023,PAP,652726
2020–2023,PAP,425438
2020–2023,PAP,419610
2020–2023,PAP,705178
2020–2023,PAP,489545
2020–2023,PAP,798424
2020–2023,PAP,518684
2020–2023,PAP,541996
2020–2023,PAP,442921
2020–2023,PAP,437094
2020–2023,PAP,576963
2020–2023,PAP,300720
2020–2023,PAP,804252
2020–2023,PAP,751801
2020–2023,PAP,524512
2020–2023,PAP,466233
2020–2023,PAP,417279
2020–2023,PAP,498869
2020–2023,PAP,536168
2020–2023,PAP,275078
2020–2023,PAP,638739
2020–2023,PAP,629415
2020–2023,PAP,290230
2020–2023,PAP,565308
2020–2023,PAP,545493
2020–2023,PAP,533837
2020–2023,PAP,414947
2020–2023,PAP,524512
2020–2023,PAP,503532
2020–2023,PAP,664382
2020–2023,PAP,524512
2020–2023,PAP,656093
2020–2023,PAP,536168
2020–2023,PAP,434762
2020–2023,PAP,600275
2020–2023,PAP,623587
2020–2023,PAP,582791
2020–2023,PAP,517286
2020–2023,PAP,528009
2020–2023,PAP,530340
2020–2023,PAP,515188
2020–2023,PAP,510525
2020–2023,PAP,641070
2020–2023,PAP,632911
2020–2023,PAP,495373
2020–2023,PAP,676038
2020–2023,PAP,536168
2020–2023,PAP,687694
2020–2023,PAP,484882
2020–2023,PAP,642236
2020–2023,PAP,657258
2020–2023,PAP,600275
2020–2023,PAP,646898
2020–2023,PAP,687694
2020–2023,PAP,484882
2020–2023,PAP,547824
2020–2023,PAP,571136
2020–2023,PAP,932466
2020–2023,PAP,918479
2020–2023,PAP,481386
2020–2023,PAP,576963
2020–2023,PAP,419610
2020–2023,PAP,419610
2020–2023,PAP,745973
2020–2023,PAP,839220
2020–2023,PAP,423107
2020–2023,PAP,541996
2020–2023,PAP,641070
2020–2023,PAP,524512
2020–2023,PAP,743642
2020–2023,PAP,442921
2020–2023,PAP,722661
2020–2023,PAP,518684
2020–2023,PAP,559480
2020–2023,PAP,382311
2020–2023,PAP,262256
2020–2023,PAP,382311
2020–2023,PAP,652726
2020–2023,PAP,248852
2020–2023,PAP,261091
2020–2023,PAP,676038
2020–2023,PAP,265753
2020–2023,PAP,440590
2020–2023,PAP,448749
2020–2023,PAP,437094
2020–2023,PAP,445253
2020–2023,PAP,477889
2020–2023,PAP,664382
2020–2023,PAP,711005
2020–2023,PAP,424142
2020–2023,PAP,673707
2020–2023,PAP,361331
2020–2023,PAP,279856
2020–2023,PAP,310045
2020–2023,PAP,780940
2020–2023,PAP,541865
2020–2023,PAP,734317
2020–2023,PAP,413782
2020–2023,PAP,827564
2020–2023,PAP,421941
2020–2023,PAP,335688
2020–2023,PAP,504697
2020–2023,PAP,547824
2020–2023,PAP,390470
2020–2023,PAP,617759
2020–2023,PAP,691191
2020–2023,PAP,507028
2020–2023,PAP,518684
2020–2023,PAP,592116
2020–2023,PAP,466233
2020–2023,PAP,477889
2020–2023,PAP,230785
2020–2023,PAP,242441
2020–2023,PAP,285568
2020–2023,PAP,433597
2020–2023,PAP,433597
2020–2023,PAP,349675
2020–2023,PAP,757629
2020–2023,PAP,495373
2020–2023,PAP,312376
2020–2023,PAP,396298
2020–2023,PAP,297224
2020–2023,PAP,530340
2020–2023,PAP,606103
2020–2023,PAP,512856
2020–2023,PAP,536168
2020–2023,PAP,716833
2020–2023,PAP,798424
2020–2023,PAP,864862
2020–2023,PAP,623587
2020–2023,PAP,489545
2020–2023,PAP,396298
2020–2023,PAP,1005315
2020–2023,PAP,349675
2020–2023,PAP,354337
2020–2023,PAP,314707
2020–2023,PAP,769285
2020–2023,PAP,291396
2020–2023,PAP,372986
2020–2023,PAP,293727
2020–2023,PAP,256428
2020–2023,PAP,303051
2020–2023,PAP,390470
2020–2023,PAP,299322
2020–2023,PAP,349675
2020–2023,PAP,895167
2020–2023,PAP,338019
2020–2023,PAP,495373
2020–2023,PAP,311211
2020–2023,PAP,349675
2020–2023,PAP,358999
2020–2023,PAP,335688
2020–2023,PAP,454577
2020–2023,PAP,235448
2020–2023,PAP,740145
2020–2023,PAP,285568
2020–2023,PAP,349675
2020–2023,PAP,396298
2020–2023,PAP,335688
2020–2023,PAP,501201
2020–2023,PAP,268084
2020–2023,PAP,314707
2020–2023,PAP,370655
2020–2023,PAP,532671
2020–2023,PAP,553652
2020–2023,PAP,590950
2020–2023,PAP,423107
2020–2023,PAP,545493
2020–2023,PAP,559480
2020–2023,PAP,449915
2020–2023,PAP,431266
2020–2023,PAP,445253
2020–2023,PAP,361331
2020–2023,PAP,734317
2020–2023,PAP,355503
2020–2023,PAP,338019
2020–2023,PAP,482421
2020–2023,PAP,437094
2020–2023,PAP,332191
2020–2023,PAP,437094
2020–2023,PAP,466233
2020–2023,PAP,343847
2020–2023,PAP,320535
2020–2023,PAP,363662
2020–2023,PAP,547824
2020–2023,PAP,413782
2020–2023,PAP,384642
2020–2023,PAP,489545
2020–2023,PAP,836888
2020–2023,PAP,545493
2020–2023,PAP,312376
2020–2023,PAP,399795
2020–2023,PAP,428934
2020–2023,PAP,410285
2020–2023,PAP,431266
2020–2023,PAP,582791
2020–2023,PAP,445253
2020–2023,PAP,416113
2020–2023,PAP,526843
2020–2023,PAP,571136
2020–2023,PAP,279740
2020–2023,PAP,631746
2020–2023,PAP,481386
2020–2023,PAP,294892
2020–2023,PAP,641070
2020–2023,PAP,410285
2020–2023,PAP,472061
2020–2023,PAP,460405
2020–2023,PAP,507028
2020–2023,PAP,483717
2020–2023,PAP,477889
2020–2023,PAP,454577
2020–2023,PAP,452246
2020–2023,PAP,454577
2020–2023,PAP,402126
2020–2023,PAP,440590
2020–2023,PAP,650395
2020–2023,PAP,435928
2020–2023,PAP,646898
2020–2023,PAP,477889
2020–2023,PAP,466233
2020–2023,PAP,423107
2020–2023,PAP,428934
2020–2023,PAP,477889
2020–2023,PAP,536168
2020–2023,PAP,445253
2020–2023,PAP,676038
2020–2023,PAP,681866
2020–2023,PAP,503532
2020–2023,PAP,431266
2020–2023,PAP,489545
2020–2023,PAP,503532
2020–2023,PAP,483717
2020–2023,PAP,515188
2020–2023,PAP,536168
2020–2023,PAP,722661
2020–2023,PAP,681866
2020–2023,PAP,368324
2020–2023,PAP,530340
2020–2023,PAP,565308
2020–2023,PAP,590950
2020–2023,PAP,378814
2020–2023,PAP,431266
2020–2023,PAP,477889
2020–2023,PAP,466233
2020–2023,PAP,533837
2020–2023,PAP,810080
2020–2023,PAP,815908
2020–2023,PAP,638739
2020–2023,PAP,804252
2020–2023,PAP,435564
2020–2023,PAP,734317
2020–2023,PAP,802956
2020–2023,PAP,802956
2020–2023,PAP,431266
2020–2023,PAP,794927
2020–2023,PAP,709709
2020–2023,PAP,778609
2020–2023,PAP,291396
2020–2023,PAP,254097
2020–2023,PAP,813577
2020–2023,PAP,262256
2020–2023,PAP,594447
2020–2023,PAP,349675
2020–2023,PAP,405623
2020–2023,PAP,553652
2020–2023,PAP,600275
2020–2023,PAP,641070
2020–2023,PAP,615428
2020–2023,PAP,600275
2020–2023,PAP,422976
2020–2023,PAP,291396
2020–2023,PAP,326363
2020–2023,PAP,445253
2020–2023,PAP,326363
2020–2023,PAP,442921
2020–2023,PAP,646898
2020–2023,PAP,372986
2020–2023,PAP,874187
2020–2023,PAP,536168
2020–2023,PAP,431266
2020–2023,PAP,685363
2020–2023,PAP,594447
2020–2023,PAP,638739
2020–2023,PAP,349675
2020–2023,PAP,347344
2020–2023,PAP,303051
2020–2023,PAP,454577
2020–2023,PAP,349675
2020–2023,PAP,487214
2020–2023,PAP,501201
2020–2023,PAP,335688
2020–2023,PAP,390470
2020–2023,PAP,452246
2020–2023,PAP,379980
2020–2023,PAP,320535
2020–2023,PAP,493041
2020–2023,PAP,326363
2020–2023,PAP,314707
2020–2023,PAP,440590
2020–2023,PAP,355503
2020–2023,PAP,227289
2020–2023,PAP,708674
2020–2023,PAP,303051
2020–2023,PAP,792596
2020–2023,PAP,757629
2020–2023,PAP,504697
2020–2023,PAP,716833
2020–2023,PAP,324032
2020–2023,PAP,413782
2020–2023,PAP,530340
2020–2023,PAP,1037369
2020–2023,PAP,734317
2020–2023,PAP,541996
2020–2023,PAP,801921
2020–2023,PAP,850875
2020–2023,PAP,909154
2020–2023,PAP,460405
2020–2023,PAP,734317
2020–2023,PAP,511560
2020–2023,PAP,483717
2020–2023,PAP,489545
2020–2023,PAP,839220
2020–2023,PAP,798424
2020–2023,PAP,576963
2020–2023,PAP,333357
2020–2023,PAP,681866
2020–2023,PAP,308879
2020–2023,PAP,326363
2020–2023,PAP,442921
2020–2023,PAP,384642
2020–2023,PAP,303051
2020–2023,PAP,547824
2020–2023,PAP,297224
2020–2023,PAP,545493
2020–2023,PAP,310045
2020–2023,PAP,306548
2020–2023,PAP,419610
2020–2023,PAP,419610
2020–2023,PAP,338019
2020–2023,PAP,507028
2020–2023,PAP,437094
2020–2023,PAP,452246
2020–2023,PAP,442921
2020–2023,PAP,407954
2020–2023,PAP,547824
2020–2023,PAP,286733
2020–2023,PAP,268084
2020–2023,PAP,623587
2020–2023,PAP,571136
2020–2023,PAP,291396
2020–2023,PAP,561680
2020–2023,PAP,611931
2020–2023,PAP,279740
2020–2023,PAP,559480
2020–2023,PAP,472061
2020–2023,PAP,511560
2020–2023,PAP,460405
2020–2023,PAP,594447
2020–2023,PAP,503532
2020–2023,PAP,491745
2020–2023,PAP,489545
2020–2023,PAP,431266
2020–2023,PAP,442921
2020–2023,PAP,524512
2020–2023,PAP,413782
2020–2023,PAP,416113
2020–2023,PAP,407954
2020–2023,PAP,495373
2020–2023,PAP,407954
2020–2023,PAP,501201
2020–2023,PAP,483717
2020–2023,PAP,441756
2020–2023,PAP,454577
2020–2023,PAP,407954
2020–2023,PAP,495373
2020–2023,PAP,431266
2020–2023,PAP,507028
2020–2023,PAP,603772
2020–2023,PAP,652726
2020–2023,PAP,631746
2020–2023,PAP,693522
2020–2023,PAP,708674
2020–2023,PAP,681866
2020–2023,PAP,442921
2020–2023,PAP,489545
2020–2023,PAP,522181
2020–2023,PAP,466233
2020–2023,PAP,652726
2020–2023,PAP,611931
2020–2023,PAP,466233
2020–2023,PAP,469730
2020–2023,PAP,681866
2020–2023,PAP,382311
2020–2023,PAP,310045
2020–2023,PAP,547824
2020–2023,PAP,603772
2020–2023,PAP,407954
2020–2023,PAP,839220
2020–2023,PAP,480220
2020–2023,PAP,603772
2020–2023,PAP,775112
2020–2023,PAP,600275
2020–2023,PAP,460405
2020–2023,PAP,390470
2020–2023,PAP,349675
2020–2023,PAP,734317
2020–2023,PAP,300720
2020–2023,PAP,329860
2020–2023,PAP,221461
2020–2023,PAP,285568
2020–2023,PAP,268084
2020–2023,PAP,391636
2020–2023,PAP,382311
2020–2023,PAP,372986
2020–2023,PAP,553652
2020–2023,PAP,666713
2020–2023,PAP,706343
2020–2023,PAP,256428
2020–2023,PAP,758664
2020–2023,PAP,273912
2020–2023,PAP,384642
2020–2023,PAP,279740
2020–2023,PAP,276243
2020–2023,PAP,361331
2020–2023,PAP,308879
2020–2023,PAP,276243
2020–2023,PAP,510525
2020–2023,PAP,326363
2020–2023,PAP,512856
2020–2023,PAP,510396
2020–2023,PAP,417279
2020–2023,PAP,848544
2020–2023,PAP,361331
2020–2023,PAP,454577
2020–2023,PAP,437094
2020–2023,PAP,641070
2020–2023,PAP,320535
2020–2023,PAP,314707
2020–2023,PAP,372986
2020–2023,PAP,440590
2020–2023,PAP,505630
2020–2023,PAP,501201
2020–2023,PAP,349675
2020–2023,PAP,533837
2020–2023,PAP,437094
2020–2023,PAP,466233
2020–2023,PAP,326363
2020–2023,PAP,398629
2020–2023,PAP,332191
2020–2023,PAP,332191
2020–2023,PAP,477889
2020–2023,PAP,708674
2020–2023,PAP,229620
2020–2023,PAP,250600
2020–2023,PAP,757629
2020–2023,PAP,761125
2020–2023,PAP,720330
2020–2023,PAP,743642
2020–2023,PAP,711005
2020–2023,PAP,711005
2020–2023,PAP,728489
2020–2023,PAP,745973
2020–2023,PAP,279740
2020–2023,PAP,314707
2020–2023,PAP,340350
2020–2023,PAP,439425
2020–2023,PAP,289065
2020–2023,PAP,417279
2020–2023,PAP,815908
2020–2023,PAP,885843
2020–2023,PAP,487214
2020–2023,PAP,944122
2020–2023,PAP,454577
2020–2023,PAP,355503
2020–2023,PAP,372986
2020–2023,PAP,538499
2020–2023,PAP,384642
2020–2023,PAP,384642
2020–2023,PAP,533837
2020–2023,PAP,466233
2020–2023,PAP,432431
2020–2023,PAP,641070
2020–2023,PAP,417279
2020–2023,PAP,393967
2020–2023,PAP,711005
2020–2023,PAP,699350
2020–2023,PAP,265753
2020–2023,PAP,314707
2020–2023,PAP,343847
2020–2023,PAP,407954
2020–2023,PAP,384642
2020–2023,PAP,372986
2020–2023,PAP,390470
2020–2023,PAP,748304
2020–2023,PAP,304217
2020–2023,PAP,571136
2020–2023,PAP,431266
2020–2023,PAP,594447
2020–2023,PAP,432431
2020–2023,PAP,410285
2020–2023,PAP,547824
2020–2023,PAP,454577
2020–2023,PAP,468564
2020–2023,PAP,437094
2020–2023,PAP,483717
2020–2023,PAP,294892
2020–2023,PAP,561811
2020–2023,PAP,541996
2020–2023,PAP,487214
2020–2023,PAP,297224
2020–2023,PAP,411451
2020–2023,PAP,681866
2020–2023,PAP,407954
2020–2023,PAP,282071
2020–2023,PAP,297224
2020–2023,PAP,522181
2020–2023,PAP,524512
2020–2023,PAP,536168
2020–2023,PAP,512856
2020–2023,PAP,623587
2020–2023,PAP,442921
2020–2023,PAP,407954
2020–2023,PAP,437094
2020–2023,PAP,518684
2020–2023,PAP,512856
2020–2023,PAP,496538
2020–2023,PAP,501201
2020–2023,PAP,483717
2020–2023,PAP,510525
2020–2023,PAP,507028
2020–2023,PAP,454577
2020–2023,PAP,402126
2020–2023,PAP,466233
2020–2023,PAP,536168
2020–2023,PAP,440590
2020–2023,PAP,507028
2020–2023,PAP,518684
2020–2023,PAP,475558
2020–2023,PAP,489545
2020–2023,PAP,711005
2020–2023,PAP,446418
2020–2023,PAP,545493
2020–2023,PAP,670210
2020–2023,PAP,627083
2020–2023,PAP,745973
2020–2023,PAP,646898
2020–2023,PAP,507028
2020–2023,PAP,722661
2020–2023,PAP,458074
2020–2023,PAP,652726
2020–2023,PAP,489545
2020–2023,PAP,431266
2020–2023,PAP,891671
2020–2023,PAP,523216
2020–2023,PAP,979089
2020–2023,PAP,425438
2020–2023,PAP,442921
2020–2023,PAP,399795
2020–2023,PAP,407954
2020–2023,PAP,379980
2020–2023,PAP,343847
2020–2023,PAP,421941
2020–2023,PAP,825233
2020–2023,PAP,815908
2020–2023,PAP,588619
2020–2023,PAP,594447
2020–2023,PAP,456908
2020–2023,PAP,475558
2020–2023,PAP,474392
2020–2023,PAP,827564
2020–2023,PAP,758561
2020–2023,PAP,530340
2020–2023,PAP,541996
2020–2023,PAP,745973
2020–2023,PAP,541996
2020–2023,PAP,396298
2020–2023,PAP,711938
2020–2023,PAP,751801
2020–2023,PAP,214337
2020–2023,PAP,885843
2020–2023,PAP,623587
2020–2023,PAP,728489
2020–2023,PAP,314707
2020–2023,PAP,418444
2020–2023,PAP,608434
2020–2023,PAP,545493
2020–2023,PAP,282071
2020–2023,PAP,600275
2020–2023,PAP,590950
2020–2023,PAP,361331
2020–2023,PAP,273912
2020–2023,PAP,839220
2020–2023,PAP,629415
2020–2023,PAP,990745
2020–2023,PAP,428934
2020–2023,PAP,314707
2020–2023,PAP,442921
2020–2023,PAP,454577
2020–2023,PAP,518684
2020–2023,PAP,641070
2020–2023,PAP,466233
2020–2023,PAP,638739
2020–2023,PAP,658554
2020–2023,PAP,722661
2020–2023,PAP,442921
2020–2023,PAP,489545
2020–2023,PAP,326363
2020–2023,PAP,326363
2020–2023,PAP,312376
2020–2023,PAP,343847
2020–2023,PAP,495373
2020–2023,PAP,425438
2020–2023,PAP,547824
2020–2023,PAP,405623
2020–2023,PAP,329860
2020–2023,PAP,708674
2020–2023,PAP,291396
2020–2023,PAP,553652
2020–2023,PAP,635243
2020–2023,PAP,716833
2020–2023,PAP,763457
2020–2023,PAP,289065
2020–2023,PAP,580460
2020–2023,PAP,536168
2020–2023,PAP,293727
2020–2023,PAP,623587
2020–2023,PAP,755298
2020–2023,PAP,621256
2020–2023,PAP,786768
2020–2023,PAP,292561
2020–2023,PAP,559480
2020–2023,PAP,303051
2020–2023,PAP,326363
2020–2023,PAP,375318
2020–2023,PAP,996573
2020–2023,PAP,518684
2020–2023,PAP,780940
2020–2023,PAP,734317
2020–2023,PAP,568804
2020–2023,PAP,699350
2020–2023,PAP,547824
2020–2023,PAP,431266
2020–2023,PAP,495373
2020–2023,PAP,815908
2020–2023,PAP,410285
2020–2023,PAP,363662
2020–2023,PAP,766953
2020–2023,PAP,512856
2020–2023,PAP,551321
2020–2023,PAP,437094
2020–2023,PAP,314707
2020–2023,PAP,402126
2020–2023,PAP,646898
2020–2023,PAP,332191
2020–2023,PAP,291396
2020–2023,PAP,367159
2020–2023,PAP,448749
2020–2023,PAP,461571
2020–2023,PAP,431266
2020–2023,PAP,431266
2020–2023,PAP,437094
2020–2023,PAP,431266
2020–2023,PAP,448749
2020–2023,PAP,477889
2020–2023,PAP,791300
2020–2023,PAP,768119
2020–2023,PAP,358999
2020–2023,PAP,396298
2020–2023,PAP,574502
2020–2023,PAP,425438
2020–2023,PAP,512856
2020–2023,PAP,545493
2020–2023,PAP,553652
2020–2023,PAP,460405
2020–2023,PAP,512856
2020–2023,PAP,402126
2020–2023,PAP,407954
2020–2023,PAP,413782
2020–2023,PAP,495242
2020–2023,PAP,611931
2020–2023,PAP,287316
2020–2023,PAP,545493
2020–2023,PAP,641070
2020–2023,PAP,641070
2020–2023,PAP,530340
2020–2023,PAP,635243
2020–2023,PAP,407954
2020–2023,PAP,546528
2020–2023,PAP,468564
2020–2023,PAP,453281
2020–2023,PAP,467268
2020–2023,PAP,472061
2020–2023,PAP,498869
2020–2023,PAP,635243
2020–2023,PAP,524512
2020–2023,PAP,524512
2020–2023,PAP,496538
2020–2023,PAP,503532
2020–2023,PAP,421941
2020–2023,PAP,448749
2020–2023,PAP,518684
2020–2023,PAP,501201
2020–2023,PAP,489545
2020–2023,PAP,495373
2020–2023,PAP,437094
2020–2023,PAP,484752
2020–2023,PAP,697018
2020–2023,PAP,641070
2020–2023,PAP,501201
2020–2023,PAP,510525
2020–2023,PAP,600275
2020–2023,PAP,698184
2020–2023,PAP,512856
2020–2023,PAP,507028
2020–2023,PAP,1049024
2020–2023,PAP,454577
2020–2023,PAP,559480
2020–2023,PAP,349675
2020–2023,PAP,670210
2020–2023,PAP,568804
2020–2023,PAP,419610
2020–2023,PAP,859617
2020–2023,PAP,419610
2020–2023,PAP,437094
2020–2023,PAP,687694
2020–2023,PAP,804252
2020–2023,PAP,617759
2020–2023,PAP,836888
2020–2023,PAP,862531
2020–2023,PAP,472061
2020–2023,PAP,744574
2020–2023,PAP,768119
2020–2023,PAP,489545
2020–2023,PAP,256428
2020–2023,PAP,380176
2020–2023,PAP,297224
2020–2023,PAP,273912
2020–2023,PAP,314707
2020–2023,PAP,279740
2020–2023,PAP,382311
2020–2023,PAP,384642
2020–2023,PAP,279740
2020–2023,PAP,270415
2020–2023,PAP,349675
2020–2023,PAP,372986
2020–2023,PAP,958109
2020–2023,PAP,431266
2020–2023,PAP,410285
2020–2023,PAP,361331
2020–2023,PAP,440590
2020–2023,PAP,810080
2020–2023,PAP,431266
2020–2023,PAP,448749
2020–2023,PAP,333357
2020–2023,PAP,347344
2020–2023,PAP,358999
2020–2023,PAP,314707
2020–2023,PAP,326363
2020–2023,PAP,711005
2020–2023,PAP,320535
2020–2023,PAP,466233
2020–2023,PAP,361331
2020–2023,PAP,417279
2020–2023,PAP,487214
2020–2023,PAP,466233
2020–2023,PAP,314707
2020–2023,PAP,437094
2020–2023,PAP,747503
2020–2023,PAP,518684
2020–2023,PAP,662051
2020–2023,PAP,568804
2020–2023,PAP,547824
2020–2023,PAP,745973
2020–2023,PAP,600275
2020–2023,PAP,728489
2020–2023,PAP,761125
2020–2023,PAP,726822
2020–2023,PAP,743642
2020–2023,PAP,748304
2020–2023,PAP,519850
2020–2023,PAP,547824
2020–2023,PAP,303051
2020–2023,PAP,771616
2020–2023,PAP,679535
2020–2023,PAP,750402
2020–2023,PAP,522181
2020–2023,PAP,734317
2020–2023,PAP,372986
2020–2023,PAP,313411
2020–2023,PAP,720330
2020–2023,PAP,728489
2020–2023,PAP,1095648
2020–2023,PAP,745973
2020–2023,PAP,448749
2020–2023,PAP,501201
2020–2023,PAP,836888
2020–2023,PAP,812178
2020–2023,PAP,792596
2020–2023,PAP,454577
2020–2023,PAP,489545
2020–2023,PAP,355503
2020–2023,PAP,431266
2020–2023,PAP,489545
2020–2023,PAP,477889
2020–2023,PAP,757629
2020–2023,PAP,483717
2020–2023,PAP,418444
2020–2023,PAP,425438
2020–2023,PAP,841420
2020–2023,PAP,770450
2020–2023,PAP,545493
2020–2023,PAP,646898
2020–2023,PAP,477889
2020–2023,PAP,518684
2020–2023,PAP,442921
2020–2023,PAP,349675
2020–2023,PAP,417279
2020–2023,PAP,565308
2020–2023,PAP,792596
2020–2023,PAP,340350
2020–2023,PAP,460405
2020–2023,PAP,320535
2020–2023,PAP,442921
2020–2023,PAP,745973
2020–2023,PAP,466233
2020–2023,PAP,789682
2020–2023,PAP,745973
2020–2023,PAP,722661
2020–2023,PAP,343847
2020–2023,PAP,384642
2020–2023,PAP,483717
2020–2023,PAP,559349
2020–2023,PAP,454577
2020–2023,PAP,588619
2020–2023,PAP,559480
2020–2023,PAP,501201
2020–2023,PAP,501201
2020–2023,PAP,390470
2020–2023,PAP,305383
2020–2023,PAP,641070
2020–2023,PAP,293727
2020–2023,PAP,417279
2020–2023,PAP,536168
2020–2023,PAP,617759
2020–2023,PAP,557149
2020–2023,PAP,487214
2020–2023,PAP,536168
2020–2023,PAP,559480
2020–2023,PAP,442921
2020–2023,PAP,545493
2020–2023,PAP,440590
2020–2023,PAP,460405
2020–2023,PAP,431266
2020–2023,PAP,454577
2020–2023,PAP,468564
2020–2023,PAP,454577
2020–2023,PAP,460405
2020–2023,PAP,507028
2020–2023,PAP,652726
2020–2023,PAP,537203
2020–2023,PAP,565308
2020–2023,PAP,481386
2020–2023,PAP,498869
2020–2023,PAP,524512
2020–2023,PAP,501201
2020–2023,PAP,524512
2020–2023,PAP,489545
2020–2023,PAP,530340
2020–2023,PAP,477889
2020–2023,PAP,516353
2020–2023,PAP,455743
2020–2023,PAP,541996
2020–2023,PAP,512856
2020–2023,PAP,498869
2020–2023,PAP,528009
2020–2023,PAP,629415
2020–2023,PAP,621838
2020–2023,PAP,720330
2020–2023,PAP,655057
2020–2023,PAP,677204
2020–2023,PAP,676038
2020–2023,PAP,361331
2020–2023,PAP,920810
2020–2023,PAP,533837
2020–2023,PAP,909154
2020–2023,PAP,459240
2020–2023,PAP,533837
2020–2023,PAP,419610
2020–2023,PAP,458074
2020–2023,PAP,545493
2020–2023,PAP,636408
2020–2023,PAP,810080
2020–2023,PAP,808914
2020–2023,PAP,763457
2020–2023,PAP,848544
2020–2023,PAP,398629
2020–2023,PAP,372986
2020–2023,PAP,398629
2020–2023,PAP,1002401
2020–2023,PAP,291396
2020–2023,PAP,254097
2020–2023,PAP,277409
2020–2023,PAP,864862
2020–2023,PAP,880015
2020–2023,PAP,264587
2020–2023,PAP,279740
2020–2023,PAP,270415
2020–2023,PAP,611931
2020–2023,PAP,623587
2020–2023,PAP,641070
2020–2023,PAP,778609
2020–2023,PAP,256428
2020–2023,PAP,256428
2020–2023,PAP,623587
2020–2023,PAP,557149
2020–2023,PAP,428934
2020–2023,PAP,547824
2020–2023,PAP,873021
2020–2023,PAP,476593
2020–2023,PAP,891671
2020–2023,PAP,352006
2020–2023,PAP,466233
2020–2023,PAP,681866
2020–2023,PAP,448749
2020–2023,PAP,372986
2020–2023,PAP,705178
2020–2023,PAP,338019
2020–2023,PAP,384642
2020–2023,PAP,722661
2020–2023,PAP,699350
2020–2023,PAP,472061
2020–2023,PAP,326363
2020–2023,PAP,326363
2020–2023,PAP,329860
2020–2023,PAP,446418
2020–2023,PAP,442921
2020–2023,PAP,466233
2020–2023,PAP,425438
2020–2023,PAP,740145
2020–2023,PAP,559480
2020–2023,PAP,731986
2020–2023,PAP,487214
2020–2023,PAP,716833
2020–2023,PAP,559480
2020–2023,PAP,312376
2020–2023,PAP,536168
2020–2023,PAP,487214
2020–2023,PAP,554817
2020–2023,PAP,347344
2020–2023,PAP,524512
2020–2023,PAP,751801
2020–2023,PAP,600275
2020–2023,PAP,678369
2020–2023,PAP,737814
2020–2023,PAP,487214
2020–2023,PAP,909154
2020–2023,PAP,821736
2020–2023,PAP,757629
2020–2023,PAP,730820
2020–2023,PAP,466233
2020–2023,PAP,769285
2020–2023,PAP,722661
2020–2023,PAP,349675
2020–2023,PAP,818239
2020–2023,PAP,501201
2020–2023,PAP,445253
2020–2023,PAP,821736
2020–2023,PAP,489545
2020–2023,PAP,324032
2020–2023,PAP,312376
2020–2023,PAP,466233
2020–2023,PAP,533837
2020–2023,PAP,413782
2020–2023,PAP,308879
2020–2023,PAP,454577
2020–2023,PAP,326363
2020–2023,PAP,303051
2020–2023,PAP,343847
2020–2023,PAP,759960
2020–2023,PAP,489545
2020–2023,PAP,615428
2020–2023,PAP,403292
2020–2023,PAP,466233
2020–2023,PAP,792596
2020–2023,PAP,794927
2020–2023,PAP,833392
2020–2023,PAP,611931
2020–2023,PAP,484882
2020–2023,PAP,559480
2020–2023,PAP,617759
2020–2023,PAP,582791
2020–2023,PAP,617759
2020–2023,PAP,448749
2020–2023,PAP,547824
2020–2023,PAP,547824
2020–2023,PAP,582791
2020–2023,PAP,291396
2020–2023,PAP,390470
2020–2023,PAP,442921
2020–2023,PAP,437676
2020–2023,PAP,606103
2020–2023,PAP,501201
2020–2023,PAP,273912
2020–2023,PAP,431266
2020–2023,PAP,641070
2020–2023,PAP,547824
2020–2023,PAP,503532
2020–2023,PAP,662051
2020–2023,PAP,407954
2020–2023,PAP,635243
2020–2023,PAP,676038
